"","id","oid","ind","alt","block","card","plants","native","pollin","appear","cost","choice","sq","city","Income","sur","type","freqv","timev","travelt","PlantGuess","plrich","NativeGuess","natper","ColourGuess","PollinGuess","Gender","age","AgeLevel","Education","Employment","CNS_ScaleMean","Charity","park...34","park...35","visittime","traveltime","dogs","adults","child","Task","plantsA","plantsB","plantsC","plantsD","nativeA","nativeB","nativeC","nativeD","pollinA","pollinB","pollinC","pollinD","appearA","appearB","appearC","appearD","costA","costB","costC","costD","ID"
"9537",10113,422,398,1,2,7,1,1,0,1,5,1,0,2,-999,1,3,3,120,15,6,10,75,0.675,5,4,1,3,35,5,2,5.769230769,0,"St_Andrews_Annual",14,120,15,0,2,1,3,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,398
"9544",10120,422,398,4,2,8,0,0,0,0,0,1,1,2,-999,1,3,3,120,15,6,10,75,0.675,5,4,1,3,35,5,2,5.769230769,0,"St_Andrews_Annual",14,120,15,0,2,1,4,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,398
"9546",10122,422,398,2,2,10,2,0,1,3,20,1,0,2,-999,1,3,3,120,15,6,10,75,0.675,5,4,1,3,35,5,2,5.769230769,0,"St_Andrews_Annual",14,120,15,0,2,1,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,398
"9549",10125,422,398,1,2,11,1,1,0,3,5,1,0,2,-999,1,3,3,120,15,6,10,75,0.675,5,4,1,3,35,5,2,5.769230769,0,"St_Andrews_Annual",14,120,15,0,2,1,6,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,398
"9554",10130,423,399,2,2,3,0,-1,0,2,10,1,0,2,52000,1,3,5,1,140,11,10,75,0.675,5,4,1,4,45,3,1,5.307692308,0,"St_Andrews_Annual",14,1,140,1,2,0,1,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,399
"9559",10135,423,399,3,2,6,0,-1,2,2,5,1,0,2,52000,1,3,5,1,140,11,10,75,0.675,5,4,1,4,45,3,1,5.307692308,0,"St_Andrews_Annual",14,1,140,1,2,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,399
"9563",10139,423,399,3,2,7,2,-1,2,1,10,1,0,2,52000,1,3,5,1,140,11,10,75,0.675,5,4,1,4,45,3,1,5.307692308,0,"St_Andrews_Annual",14,1,140,1,2,0,3,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,399
"9566",10142,423,399,2,2,8,0,0,2,0,5,1,0,2,52000,1,3,5,1,140,11,10,75,0.675,5,4,1,4,45,3,1,5.307692308,0,"St_Andrews_Annual",14,1,140,1,2,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,399
"9571",10147,423,399,3,2,10,0,1,1,0,5,1,0,2,52000,1,3,5,1,140,11,10,75,0.675,5,4,1,4,45,3,1,5.307692308,0,"St_Andrews_Annual",14,1,140,1,2,0,5,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,399
"9575",10151,423,399,3,2,11,1,1,2,0,10,1,0,2,52000,1,3,5,1,140,11,10,75,0.675,5,4,1,4,45,3,1,5.307692308,0,"St_Andrews_Annual",14,1,140,1,2,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,399
"9578",10154,424,400,2,2,3,0,-1,0,2,10,1,0,2,15559,1,3,2,10,5,6,10,75,0.675,4,4,1,3,35,5,1,4.384615385,0,"St_Andrews_Annual",14,10,5,1,1,0,1,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,400
"9582",10158,424,400,2,2,6,2,1,0,1,40,1,0,2,15559,1,3,2,10,5,6,10,75,0.675,4,4,1,3,35,5,1,4.384615385,0,"St_Andrews_Annual",14,10,5,1,1,0,2,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,400
"9585",10161,424,400,1,2,7,1,1,0,1,5,1,0,2,15559,1,3,2,10,5,6,10,75,0.675,4,4,1,3,35,5,1,4.384615385,0,"St_Andrews_Annual",14,10,5,1,1,0,3,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,400
"9590",10166,424,400,2,2,8,0,0,2,0,5,1,0,2,15559,1,3,2,10,5,6,10,75,0.675,4,4,1,3,35,5,1,4.384615385,0,"St_Andrews_Annual",14,10,5,1,1,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,400
"9594",10170,424,400,2,2,10,2,0,1,3,20,1,0,2,15559,1,3,2,10,5,6,10,75,0.675,4,4,1,3,35,5,1,4.384615385,0,"St_Andrews_Annual",14,10,5,1,1,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,400
"9600",10176,424,400,4,2,11,0,0,0,0,0,1,1,2,15559,1,3,2,10,5,6,10,75,0.675,4,4,1,3,35,5,1,4.384615385,0,"St_Andrews_Annual",14,10,5,1,1,0,6,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,400
"9602",10178,425,401,2,2,3,0,-1,0,2,10,1,0,2,-999,4,3,3,0,15,30,10,100,0.675,5,5,0,6,65,5,4,5.923076923,1,"St_Andrews_Annual",14,0,15,0,1,0,1,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,401
"9607",10183,425,401,3,2,6,0,-1,2,2,5,1,0,2,-999,4,3,3,0,15,30,10,100,0.675,5,5,0,6,65,5,4,5.923076923,1,"St_Andrews_Annual",14,0,15,0,1,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,401
"9612",10188,425,401,4,2,7,0,0,0,0,0,1,1,2,-999,4,3,3,0,15,30,10,100,0.675,5,5,0,6,65,5,4,5.923076923,1,"St_Andrews_Annual",14,0,15,0,1,0,3,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,401
"9613",10189,425,401,1,2,8,1,-1,1,1,40,1,0,2,-999,4,3,3,0,15,30,10,100,0.675,5,5,0,6,65,5,4,5.923076923,1,"St_Andrews_Annual",14,0,15,0,1,0,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,401
"9618",10194,425,401,2,2,10,2,0,1,3,20,1,0,2,-999,4,3,3,0,15,30,10,100,0.675,5,5,0,6,65,5,4,5.923076923,1,"St_Andrews_Annual",14,0,15,0,1,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,401
"9621",10197,425,401,1,2,11,1,1,0,3,5,1,0,2,-999,4,3,3,0,15,30,10,100,0.675,5,5,0,6,65,5,4,5.923076923,1,"St_Andrews_Annual",14,0,15,0,1,0,6,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,401
"9625",10201,426,402,1,2,3,2,1,2,0,0,1,0,2,52000,4,3,4,1,2,11,10,75,0.675,5,5,0,2,25,5,1,4.846153846,0,"St_Andrews_Annual",14,1,2,0,5,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,402
"9629",10205,426,402,1,2,6,0,-1,2,3,40,1,0,2,52000,4,3,4,1,2,11,10,75,0.675,5,5,0,2,25,5,1,4.846153846,0,"St_Andrews_Annual",14,1,2,0,5,0,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,402
"9634",10210,426,402,2,2,7,1,1,2,3,40,1,0,2,52000,4,3,4,1,2,11,10,75,0.675,5,5,0,2,25,5,1,4.846153846,0,"St_Andrews_Annual",14,1,2,0,5,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,402
"9639",10215,426,402,3,2,8,2,1,0,3,40,1,0,2,52000,4,3,4,1,2,11,10,75,0.675,5,5,0,2,25,5,1,4.846153846,0,"St_Andrews_Annual",14,1,2,0,5,0,4,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,402
"9642",10218,426,402,2,2,10,2,0,1,3,20,1,0,2,52000,4,3,4,1,2,11,10,75,0.675,5,5,0,2,25,5,1,4.846153846,0,"St_Andrews_Annual",14,1,2,0,5,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,402
"9647",10223,426,402,3,2,11,1,1,2,0,10,1,0,2,52000,4,3,4,1,2,11,10,75,0.675,5,5,0,2,25,5,1,4.846153846,0,"St_Andrews_Annual",14,1,2,0,5,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,402
"9651",10227,427,403,3,2,3,1,0,0,3,60,1,0,2,52000,4,3,2,10,7,21,10,100,0.675,5,5,0,1,18,5,2,5.307692308,0,"St_Andrews_Annual",14,10,7,1,4,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,403
"9653",10229,427,403,1,2,6,0,-1,2,3,40,1,0,2,52000,4,3,2,10,7,21,10,100,0.675,5,5,0,1,18,5,2,5.307692308,0,"St_Andrews_Annual",14,10,7,1,4,0,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,403
"9658",10234,427,403,2,2,7,1,1,2,3,40,1,0,2,52000,4,3,2,10,7,21,10,100,0.675,5,5,0,1,18,5,2,5.307692308,0,"St_Andrews_Annual",14,10,7,1,4,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,403
"9663",10239,427,403,3,2,8,2,1,0,3,40,1,0,2,52000,4,3,2,10,7,21,10,100,0.675,5,5,0,1,18,5,2,5.307692308,0,"St_Andrews_Annual",14,10,7,1,4,0,4,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,403
"9665",10241,427,403,1,2,10,2,-1,1,2,60,1,0,2,52000,4,3,2,10,7,21,10,100,0.675,5,5,0,1,18,5,2,5.307692308,0,"St_Andrews_Annual",14,10,7,1,4,0,5,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,403
"9670",10246,427,403,2,2,11,1,-1,1,3,20,1,0,2,52000,4,3,2,10,7,21,10,100,0.675,5,5,0,1,18,5,2,5.307692308,0,"St_Andrews_Annual",14,10,7,1,4,0,6,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,403
"9673",10249,428,404,1,2,3,2,1,2,0,0,1,0,2,52000,4,2,2,10,70,11,22,75,0.8106061,3,3,1,5,55,1,1,4.230769231,0,"Horfield_Common_Perrenial",5,10,70,0,2,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,404
"9679",10255,428,404,3,2,6,0,-1,2,2,5,1,0,2,52000,4,2,2,10,70,11,22,75,0.8106061,3,3,1,5,55,1,1,4.230769231,0,"Horfield_Common_Perrenial",5,10,70,0,2,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,404
"9683",10259,428,404,3,2,7,2,-1,2,1,10,1,0,2,52000,4,2,2,10,70,11,22,75,0.8106061,3,3,1,5,55,1,1,4.230769231,0,"Horfield_Common_Perrenial",5,10,70,0,2,0,3,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,404
"9686",10262,428,404,2,2,8,0,0,2,0,5,1,0,2,52000,4,2,2,10,70,11,22,75,0.8106061,3,3,1,5,55,1,1,4.230769231,0,"Horfield_Common_Perrenial",5,10,70,0,2,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,404
"9690",10266,428,404,2,2,10,2,0,1,3,20,1,0,2,52000,4,2,2,10,70,11,22,75,0.8106061,3,3,1,5,55,1,1,4.230769231,0,"Horfield_Common_Perrenial",5,10,70,0,2,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,404
"9695",10271,428,404,3,2,11,1,1,2,0,10,1,0,2,52000,4,2,2,10,70,11,22,75,0.8106061,3,3,1,5,55,1,1,4.230769231,0,"Horfield_Common_Perrenial",5,10,70,0,2,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,404
"9700",10276,429,405,4,2,3,0,0,0,0,0,1,1,2,52000,4,2,2,0,2,30,22,75,0.8106061,2,3,1,4,45,5,3,6,0,"Horfield_Common_Perrenial",5,0,2,1,1,0,1,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,405
"9704",10280,429,405,4,2,6,0,0,0,0,0,1,1,2,52000,4,2,2,0,2,30,22,75,0.8106061,2,3,1,4,45,5,3,6,0,"Horfield_Common_Perrenial",5,0,2,1,1,0,2,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,405
"9708",10284,429,405,4,2,7,0,0,0,0,0,1,1,2,52000,4,2,2,0,2,30,22,75,0.8106061,2,3,1,4,45,5,3,6,0,"Horfield_Common_Perrenial",5,0,2,1,1,0,3,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,405
"9712",10288,429,405,4,2,8,0,0,0,0,0,1,1,2,52000,4,2,2,0,2,30,22,75,0.8106061,2,3,1,4,45,5,3,6,0,"Horfield_Common_Perrenial",5,0,2,1,1,0,4,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,405
"9716",10292,429,405,4,2,10,0,0,0,0,0,1,1,2,52000,4,2,2,0,2,30,22,75,0.8106061,2,3,1,4,45,5,3,6,0,"Horfield_Common_Perrenial",5,0,2,1,1,0,5,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,405
"9720",10296,429,405,4,2,11,0,0,0,0,0,1,1,2,52000,4,2,2,0,2,30,22,75,0.8106061,2,3,1,4,45,5,3,6,0,"Horfield_Common_Perrenial",5,0,2,1,1,0,6,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,405
"9724",10300,430,406,4,2,3,0,0,0,0,0,1,1,2,15559,4,2,5,1,5,21,22,50,0.8106061,3,4,1,3,35,6,1,6.153846154,0,"Horfield_Common_Perrenial",5,1,5,0,1,0,1,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,406
"9728",10304,430,406,4,2,6,0,0,0,0,0,1,1,2,15559,4,2,5,1,5,21,22,50,0.8106061,3,4,1,3,35,6,1,6.153846154,0,"Horfield_Common_Perrenial",5,1,5,0,1,0,2,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,406
"9732",10308,430,406,4,2,7,0,0,0,0,0,1,1,2,15559,4,2,5,1,5,21,22,50,0.8106061,3,4,1,3,35,6,1,6.153846154,0,"Horfield_Common_Perrenial",5,1,5,0,1,0,3,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,406
"9736",10312,430,406,4,2,8,0,0,0,0,0,1,1,2,15559,4,2,5,1,5,21,22,50,0.8106061,3,4,1,3,35,6,1,6.153846154,0,"Horfield_Common_Perrenial",5,1,5,0,1,0,4,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,406
"9740",10316,430,406,4,2,10,0,0,0,0,0,1,1,2,15559,4,2,5,1,5,21,22,50,0.8106061,3,4,1,3,35,6,1,6.153846154,0,"Horfield_Common_Perrenial",5,1,5,0,1,0,5,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,406
"9744",10320,430,406,4,2,11,0,0,0,0,0,1,1,2,15559,4,2,5,1,5,21,22,50,0.8106061,3,4,1,3,35,6,1,6.153846154,0,"Horfield_Common_Perrenial",5,1,5,0,1,0,6,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,406
"9745",10321,431,407,1,2,3,2,1,2,0,0,1,0,2,10400,4,2,2,0,5,1,22,100,0.8106061,4,3,1,3,35,5,1,5.384615385,0,"Horfield_Common_Perrenial",5,0,5,0,3,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,407
"9751",10327,431,407,3,2,6,0,-1,2,2,5,1,0,2,10400,4,2,2,0,5,1,22,100,0.8106061,4,3,1,3,35,5,1,5.384615385,0,"Horfield_Common_Perrenial",5,0,5,0,3,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,407
"9755",10331,431,407,3,2,7,2,-1,2,1,10,1,0,2,10400,4,2,2,0,5,1,22,100,0.8106061,4,3,1,3,35,5,1,5.384615385,0,"Horfield_Common_Perrenial",5,0,5,0,3,0,3,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,407
"9759",10335,431,407,3,2,8,2,1,0,3,40,1,0,2,10400,4,2,2,0,5,1,22,100,0.8106061,4,3,1,3,35,5,1,5.384615385,0,"Horfield_Common_Perrenial",5,0,5,0,3,0,4,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,407
"9762",10338,431,407,2,2,10,2,0,1,3,20,1,0,2,10400,4,2,2,0,5,1,22,100,0.8106061,4,3,1,3,35,5,1,5.384615385,0,"Horfield_Common_Perrenial",5,0,5,0,3,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,407
"9765",10341,431,407,1,2,11,1,1,0,3,5,1,0,2,10400,4,2,2,0,5,1,22,100,0.8106061,4,3,1,3,35,5,1,5.384615385,0,"Horfield_Common_Perrenial",5,0,5,0,3,0,6,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,407
"9769",10345,432,408,1,2,3,2,1,2,0,0,1,0,2,10400,4,2,3,0,10,30,22,75,0.8106061,2,4,1,6,65,5,1,6.538461538,1,"Horfield_Common_Perrenial",5,0,10,0,1,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,408
"9774",10350,432,408,2,2,6,2,1,0,1,40,1,0,2,10400,4,2,3,0,10,30,22,75,0.8106061,2,4,1,6,65,5,1,6.538461538,1,"Horfield_Common_Perrenial",5,0,10,0,1,0,2,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,408
"9779",10355,432,408,3,2,7,2,-1,2,1,10,1,0,2,10400,4,2,3,0,10,30,22,75,0.8106061,2,4,1,6,65,5,1,6.538461538,1,"Horfield_Common_Perrenial",5,0,10,0,1,0,3,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,408
"9783",10359,432,408,3,2,8,2,1,0,3,40,1,0,2,10400,4,2,3,0,10,30,22,75,0.8106061,2,4,1,6,65,5,1,6.538461538,1,"Horfield_Common_Perrenial",5,0,10,0,1,0,4,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,408
"9786",10362,432,408,2,2,10,2,0,1,3,20,1,0,2,10400,4,2,3,0,10,30,22,75,0.8106061,2,4,1,6,65,5,1,6.538461538,1,"Horfield_Common_Perrenial",5,0,10,0,1,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,408
"9790",10366,432,408,2,2,11,1,-1,1,3,20,1,0,2,10400,4,2,3,0,10,30,22,75,0.8106061,2,4,1,6,65,5,1,6.538461538,1,"Horfield_Common_Perrenial",5,0,10,0,1,0,6,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,408
"9793",10369,433,409,1,2,3,2,1,2,0,0,1,0,3,20800,1,3,5,90,20,11,27,50,0.7430556,4,3,0,5,55,6,1,4.923076923,0,"Inch_Park_Annual",6,90,20,1,2,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,409
"9797",10373,433,409,1,2,6,0,-1,2,3,40,1,0,3,20800,1,3,5,90,20,11,27,50,0.7430556,4,3,0,5,55,6,1,4.923076923,0,"Inch_Park_Annual",6,90,20,1,2,0,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,409
"9802",10378,433,409,2,2,7,1,1,2,3,40,1,0,3,20800,1,3,5,90,20,11,27,50,0.7430556,4,3,0,5,55,6,1,4.923076923,0,"Inch_Park_Annual",6,90,20,1,2,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,409
"9806",10382,433,409,2,2,8,0,0,2,0,5,1,0,3,20800,1,3,5,90,20,11,27,50,0.7430556,4,3,0,5,55,6,1,4.923076923,0,"Inch_Park_Annual",6,90,20,1,2,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,409
"9811",10387,433,409,3,2,10,0,1,1,0,5,1,0,3,20800,1,3,5,90,20,11,27,50,0.7430556,4,3,0,5,55,6,1,4.923076923,0,"Inch_Park_Annual",6,90,20,1,2,0,5,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,409
"9815",10391,433,409,3,2,11,1,1,2,0,10,1,0,3,20800,1,3,5,90,20,11,27,50,0.7430556,4,3,0,5,55,6,1,4.923076923,0,"Inch_Park_Annual",6,90,20,1,2,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,409
"9818",10394,434,410,2,2,3,0,-1,0,2,10,1,0,3,10400,1,3,1,5,5,30,27,50,0.7430556,3,3,1,3,35,4,1,6.076923077,0,"Inch_Park_Annual",6,5,5,1,1,1,1,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,410
"9823",10399,434,410,3,2,6,0,-1,2,2,5,1,0,3,10400,1,3,1,5,5,30,27,50,0.7430556,3,3,1,3,35,4,1,6.076923077,0,"Inch_Park_Annual",6,5,5,1,1,1,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,410
"9827",10403,434,410,3,2,7,2,-1,2,1,10,1,0,3,10400,1,3,1,5,5,30,27,50,0.7430556,3,3,1,3,35,4,1,6.076923077,0,"Inch_Park_Annual",6,5,5,1,1,1,3,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,410
"9830",10406,434,410,2,2,8,0,0,2,0,5,1,0,3,10400,1,3,1,5,5,30,27,50,0.7430556,3,3,1,3,35,4,1,6.076923077,0,"Inch_Park_Annual",6,5,5,1,1,1,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,410
"9834",10410,434,410,2,2,10,2,0,1,3,20,1,0,3,10400,1,3,1,5,5,30,27,50,0.7430556,3,3,1,3,35,4,1,6.076923077,0,"Inch_Park_Annual",6,5,5,1,1,1,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,410
"9839",10415,434,410,3,2,11,1,1,2,0,10,1,0,3,10400,1,3,1,5,5,30,27,50,0.7430556,3,3,1,3,35,4,1,6.076923077,0,"Inch_Park_Annual",6,5,5,1,1,1,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,410
"9841",10417,435,411,1,2,3,2,1,2,0,0,1,0,3,36400,1,3,2,10,5,21,27,75,0.7430556,4,4,0,5,55,5,4,4.923076923,0,"Inch_Park_Annual",6,10,5,0,2,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,411
"9845",10421,435,411,1,2,6,0,-1,2,3,40,1,0,3,36400,1,3,2,10,5,21,27,75,0.7430556,4,4,0,5,55,5,4,4.923076923,0,"Inch_Park_Annual",6,10,5,0,2,0,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,411
"9850",10426,435,411,2,2,7,1,1,2,3,40,1,0,3,36400,1,3,2,10,5,21,27,75,0.7430556,4,4,0,5,55,5,4,4.923076923,0,"Inch_Park_Annual",6,10,5,0,2,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,411
"9854",10430,435,411,2,2,8,0,0,2,0,5,1,0,3,36400,1,3,2,10,5,21,27,75,0.7430556,4,4,0,5,55,5,4,4.923076923,0,"Inch_Park_Annual",6,10,5,0,2,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,411
"9859",10435,435,411,3,2,10,0,1,1,0,5,1,0,3,36400,1,3,2,10,5,21,27,75,0.7430556,4,4,0,5,55,5,4,4.923076923,0,"Inch_Park_Annual",6,10,5,0,2,0,5,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,411
"9863",10439,435,411,3,2,11,1,1,2,0,10,1,0,3,36400,1,3,2,10,5,21,27,75,0.7430556,4,4,0,5,55,5,4,4.923076923,0,"Inch_Park_Annual",6,10,5,0,2,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,411
"9865",10441,436,412,1,2,3,2,1,2,0,0,1,0,3,20800,1,2,1,2,45,21,24,75,0.6818182,2,3,1,2,25,5,1,2.692307692,0,"Pilrig_Perrenial",12,2,45,0,2,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,412
"9872",10448,436,412,4,2,6,0,0,0,0,0,1,1,3,20800,1,2,1,2,45,21,24,75,0.6818182,2,3,1,2,25,5,1,2.692307692,0,"Pilrig_Perrenial",12,2,45,0,2,0,2,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,412
"9876",10452,436,412,4,2,7,0,0,0,0,0,1,1,3,20800,1,2,1,2,45,21,24,75,0.6818182,2,3,1,2,25,5,1,2.692307692,0,"Pilrig_Perrenial",12,2,45,0,2,0,3,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,412
"9880",10456,436,412,4,2,8,0,0,0,0,0,1,1,3,20800,1,2,1,2,45,21,24,75,0.6818182,2,3,1,2,25,5,1,2.692307692,0,"Pilrig_Perrenial",12,2,45,0,2,0,4,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,412
"9884",10460,436,412,4,2,10,0,0,0,0,0,1,1,3,20800,1,2,1,2,45,21,24,75,0.6818182,2,3,1,2,25,5,1,2.692307692,0,"Pilrig_Perrenial",12,2,45,0,2,0,5,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,412
"9888",10464,436,412,4,2,11,0,0,0,0,0,1,1,3,20800,1,2,1,2,45,21,24,75,0.6818182,2,3,1,2,25,5,1,2.692307692,0,"Pilrig_Perrenial",12,2,45,0,2,0,6,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,412
"9889",10465,437,413,1,2,3,2,1,2,0,0,1,0,3,36400,1,2,5,5,15,11,24,50,0.6818182,3,5,1,2,25,5,1,4.615384615,0,"Pilrig_Perrenial",12,5,15,0,2,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,413
"9895",10471,437,413,3,2,6,0,-1,2,2,5,1,0,3,36400,1,2,5,5,15,11,24,50,0.6818182,3,5,1,2,25,5,1,4.615384615,0,"Pilrig_Perrenial",12,5,15,0,2,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,413
"9897",10473,437,413,1,2,7,1,1,0,1,5,1,0,3,36400,1,2,5,5,15,11,24,50,0.6818182,3,5,1,2,25,5,1,4.615384615,0,"Pilrig_Perrenial",12,5,15,0,2,0,3,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,413
