"","id","oid","ind","alt","block","card","plants","native","pollin","appear","cost","choice","sq","city","Income","sur","type","freqv","timev","travelt","PlantGuess","plrich","NativeGuess","natper","ColourGuess","PollinGuess","Gender","age","AgeLevel","Education","Employment","CNS_ScaleMean","Charity","park...34","park...35","visittime","traveltime","dogs","adults","child","Task","plantsA","plantsB","plantsC","plantsD","nativeA","nativeB","nativeC","nativeD","pollinA","pollinB","pollinC","pollinD","appearA","appearB","appearC","appearD","costA","costB","costC","costD","ID"
"3147",3363,141,132,3,1,1,2,0,1,2,5,1,0,3,2500,1,2,5,5,2,11,24,100,0.6818182,3,5,1,1,18,1,1,4.538461538,0,"Pilrig_Perrenial",12,5,2,0,3,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,132
"3151",3367,141,132,3,1,2,2,-1,1,1,20,1,0,3,2500,1,2,5,5,2,11,24,100,0.6818182,3,5,1,1,18,1,1,4.538461538,0,"Pilrig_Perrenial",12,5,2,0,3,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,132
"3154",3370,141,132,2,1,4,1,-1,2,2,5,1,0,3,2500,1,2,5,5,2,11,24,100,0.6818182,3,5,1,1,18,1,1,4.538461538,0,"Pilrig_Perrenial",12,5,2,0,3,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,132
"3158",3374,141,132,2,1,5,0,1,1,1,10,1,0,3,2500,1,2,5,5,2,11,24,100,0.6818182,3,5,1,1,18,1,1,4.538461538,0,"Pilrig_Perrenial",12,5,2,0,3,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,132
"3162",3378,141,132,2,1,9,2,0,0,2,5,1,0,3,2500,1,2,5,5,2,11,24,100,0.6818182,3,5,1,1,18,1,1,4.538461538,0,"Pilrig_Perrenial",12,5,2,0,3,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,132
"3167",3383,141,132,3,1,12,0,0,1,3,5,1,0,3,2500,1,2,5,5,2,11,24,100,0.6818182,3,5,1,1,18,1,1,4.538461538,0,"Pilrig_Perrenial",12,5,2,0,3,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,132
"3171",3387,142,133,3,1,1,2,0,1,2,5,1,0,3,10400,1,2,4,180,15,11,24,75,0.6777778,4,4,0,2,25,5,1,4.384615385,0,"St_Marks_Perrenial",16,180,15,0,2,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,133
"3173",3389,142,133,1,1,2,0,1,2,3,60,1,0,3,10400,1,2,4,180,15,11,24,75,0.6777778,4,4,0,2,25,5,1,4.384615385,0,"St_Marks_Perrenial",16,180,15,0,2,0,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,133
"3177",3393,142,133,1,1,4,0,0,0,1,0,1,0,3,10400,1,2,4,180,15,11,24,75,0.6777778,4,4,0,2,25,5,1,4.384615385,0,"St_Marks_Perrenial",16,180,15,0,2,0,3,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,133
"3182",3398,142,133,2,1,5,0,1,1,1,10,1,0,3,10400,1,2,4,180,15,11,24,75,0.6777778,4,4,0,2,25,5,1,4.384615385,0,"St_Marks_Perrenial",16,180,15,0,2,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,133
"3186",3402,142,133,2,1,9,2,0,0,2,5,1,0,3,10400,1,2,4,180,15,11,24,75,0.6777778,4,4,0,2,25,5,1,4.384615385,0,"St_Marks_Perrenial",16,180,15,0,2,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,133
"3191",3407,142,133,3,1,12,0,0,1,3,5,1,0,3,10400,1,2,4,180,15,11,24,75,0.6777778,4,4,0,2,25,5,1,4.384615385,0,"St_Marks_Perrenial",16,180,15,0,2,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,133
"3196",3412,143,134,4,1,1,0,0,0,0,0,1,1,3,20800,1,2,5,30,20,1,24,50,0.6777778,2,5,1,2,25,5,1,4.076923077,0,"St_Marks_Perrenial",16,30,20,0,5,0,1,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,134
"3200",3416,143,134,4,1,2,0,0,0,0,0,1,1,3,20800,1,2,5,30,20,1,24,50,0.6777778,2,5,1,2,25,5,1,4.076923077,0,"St_Marks_Perrenial",16,30,20,0,5,0,2,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,134
"3204",3420,143,134,4,1,4,0,0,0,0,0,1,1,3,20800,1,2,5,30,20,1,24,50,0.6777778,2,5,1,2,25,5,1,4.076923077,0,"St_Marks_Perrenial",16,30,20,0,5,0,3,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,134
"3208",3424,143,134,4,1,5,0,0,0,0,0,1,1,3,20800,1,2,5,30,20,1,24,50,0.6777778,2,5,1,2,25,5,1,4.076923077,0,"St_Marks_Perrenial",16,30,20,0,5,0,4,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,134
"3212",3428,143,134,4,1,9,0,0,0,0,0,1,1,3,20800,1,2,5,30,20,1,24,50,0.6777778,2,5,1,2,25,5,1,4.076923077,0,"St_Marks_Perrenial",16,30,20,0,5,0,5,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,134
"3216",3432,143,134,4,1,12,0,0,0,0,0,1,1,3,20800,1,2,5,30,20,1,24,50,0.6777778,2,5,1,2,25,5,1,4.076923077,0,"St_Marks_Perrenial",16,30,20,0,5,0,6,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,134
"3219",3435,144,135,3,1,1,2,0,1,2,5,1,0,3,52000,1,2,1,60,5,30,24,50,0.6777778,3,5,1,4,45,5,1,5.153846154,0,"St_Marks_Perrenial",16,60,5,0,2,1,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,135
"3221",3437,144,135,1,1,2,0,1,2,3,60,1,0,3,52000,1,2,1,60,5,30,24,50,0.6777778,3,5,1,4,45,5,1,5.153846154,0,"St_Marks_Perrenial",16,60,5,0,2,1,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,135
"3225",3441,144,135,1,1,4,0,0,0,1,0,1,0,3,52000,1,2,1,60,5,30,24,50,0.6777778,3,5,1,4,45,5,1,5.153846154,0,"St_Marks_Perrenial",16,60,5,0,2,1,3,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,135
"3230",3446,144,135,2,1,5,0,1,1,1,10,1,0,3,52000,1,2,1,60,5,30,24,50,0.6777778,3,5,1,4,45,5,1,5.153846154,0,"St_Marks_Perrenial",16,60,5,0,2,1,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,135
"3234",3450,144,135,2,1,9,2,0,0,2,5,1,0,3,52000,1,2,1,60,5,30,24,50,0.6777778,3,5,1,4,45,5,1,5.153846154,0,"St_Marks_Perrenial",16,60,5,0,2,1,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,135
"3239",3455,144,135,3,1,12,0,0,1,3,5,1,0,3,52000,1,2,1,60,5,30,24,50,0.6777778,3,5,1,4,45,5,1,5.153846154,0,"St_Marks_Perrenial",16,60,5,0,2,1,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,135
"3241",3457,145,136,1,1,1,1,0,1,2,20,1,0,3,36400,1,2,2,60,5,11,24,50,0.6777778,2,5,0,3,35,5,1,3.923076923,1,"St_Marks_Perrenial",16,60,5,0,3,1,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,136
"3247",3463,145,136,3,1,2,2,-1,1,1,20,1,0,3,36400,1,2,2,60,5,11,24,50,0.6777778,2,5,0,3,35,5,1,3.923076923,1,"St_Marks_Perrenial",16,60,5,0,3,1,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,136
"3250",3466,145,136,2,1,4,1,-1,2,2,5,1,0,3,36400,1,2,2,60,5,11,24,50,0.6777778,2,5,0,3,35,5,1,3.923076923,1,"St_Marks_Perrenial",16,60,5,0,3,1,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,136
"3253",3469,145,136,1,1,5,2,-1,2,2,20,1,0,3,36400,1,2,2,60,5,11,24,50,0.6777778,2,5,0,3,35,5,1,3.923076923,1,"St_Marks_Perrenial",16,60,5,0,3,1,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,136
"3258",3474,145,136,2,1,9,2,0,0,2,5,1,0,3,36400,1,2,2,60,5,11,24,50,0.6777778,2,5,0,3,35,5,1,3.923076923,1,"St_Marks_Perrenial",16,60,5,0,3,1,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,136
"3263",3479,145,136,3,1,12,0,0,1,3,5,1,0,3,36400,1,2,2,60,5,11,24,50,0.6777778,2,5,0,3,35,5,1,3.923076923,1,"St_Marks_Perrenial",16,60,5,0,3,1,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,136
"3267",3483,146,137,3,1,1,2,0,1,2,5,1,0,3,2500,1,2,2,15,15,11,24,25,0.6777778,4,3,1,4,45,5,2,5.538461538,1,"St_Marks_Perrenial",16,15,15,0,1,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,137
"3269",3485,146,137,1,1,2,0,1,2,3,60,1,0,3,2500,1,2,2,15,15,11,24,25,0.6777778,4,3,1,4,45,5,2,5.538461538,1,"St_Marks_Perrenial",16,15,15,0,1,0,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,137
"3274",3490,146,137,2,1,4,1,-1,2,2,5,1,0,3,2500,1,2,2,15,15,11,24,25,0.6777778,4,3,1,4,45,5,2,5.538461538,1,"St_Marks_Perrenial",16,15,15,0,1,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,137
"3278",3494,146,137,2,1,5,0,1,1,1,10,1,0,3,2500,1,2,2,15,15,11,24,25,0.6777778,4,3,1,4,45,5,2,5.538461538,1,"St_Marks_Perrenial",16,15,15,0,1,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,137
"3283",3499,146,137,3,1,9,0,0,2,2,60,1,0,3,2500,1,2,2,15,15,11,24,25,0.6777778,4,3,1,4,45,5,2,5.538461538,1,"St_Marks_Perrenial",16,15,15,0,1,0,5,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,137
"3287",3503,146,137,3,1,12,0,0,1,3,5,1,0,3,2500,1,2,2,15,15,11,24,25,0.6777778,4,3,1,4,45,5,2,5.538461538,1,"St_Marks_Perrenial",16,15,15,0,1,0,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,137
"3289",3505,147,138,1,1,1,1,0,1,2,20,1,0,2,52000,1,3,1,20,4,11,NA,50,NA,5,4,1,3,35,5,1,-999,1,"St_Andrews_Annual",14,20,4,1,2,2,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,138
"3295",3511,147,138,3,1,2,2,-1,1,1,20,1,0,2,52000,1,3,1,20,4,11,NA,50,NA,5,4,1,3,35,5,1,-999,1,"St_Andrews_Annual",14,20,4,1,2,2,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,138
"3297",3513,147,138,1,1,4,0,0,0,1,0,1,0,2,52000,1,3,1,20,4,11,NA,50,NA,5,4,1,3,35,5,1,-999,1,"St_Andrews_Annual",14,20,4,1,2,2,3,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,138
"3301",3517,147,138,1,1,5,2,-1,2,2,20,1,0,2,52000,1,3,1,20,4,11,NA,50,NA,5,4,1,3,35,5,1,-999,1,"St_Andrews_Annual",14,20,4,1,2,2,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,138
"3306",3522,147,138,2,1,9,2,0,0,2,5,1,0,2,52000,1,3,1,20,4,11,NA,50,NA,5,4,1,3,35,5,1,-999,1,"St_Andrews_Annual",14,20,4,1,2,2,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,138
"3311",3527,147,138,3,1,12,0,0,1,3,5,1,0,2,52000,1,3,1,20,4,11,NA,50,NA,5,4,1,3,35,5,1,-999,1,"St_Andrews_Annual",14,20,4,1,2,2,6,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,138
"3313",3529,148,139,1,1,1,1,0,1,2,20,1,0,2,31200,1,3,2,20,-999,11,10,50,0.675,4,5,1,6,65,5,4,5.615384615,0,"St_Andrews_Annual",14,20,NA,0,2,0,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,139
"3317",3533,148,139,1,1,2,0,1,2,3,60,1,0,2,31200,1,3,2,20,-999,11,10,50,0.675,4,5,1,6,65,5,4,5.615384615,0,"St_Andrews_Annual",14,20,NA,0,2,0,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,139
"3323",3539,148,139,3,1,4,1,1,0,0,40,1,0,2,31200,1,3,2,20,-999,11,10,50,0.675,4,5,1,6,65,5,4,5.615384615,0,"St_Andrews_Annual",14,20,NA,0,2,0,3,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,139
"3326",3542,148,139,2,1,5,0,1,1,1,10,1,0,2,31200,1,3,2,20,-999,11,10,50,0.675,4,5,1,6,65,5,4,5.615384615,0,"St_Andrews_Annual",14,20,NA,0,2,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,139
"3330",3546,148,139,2,1,9,2,0,0,2,5,1,0,2,31200,1,3,2,20,-999,11,10,50,0.675,4,5,1,6,65,5,4,5.615384615,0,"St_Andrews_Annual",14,20,NA,0,2,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,139
"3333",3549,148,139,1,1,12,0,0,1,0,10,1,0,2,31200,1,3,2,20,-999,11,10,50,0.675,4,5,1,6,65,5,4,5.615384615,0,"St_Andrews_Annual",14,20,NA,0,2,0,6,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,139
"3337",3553,149,140,1,1,1,1,0,1,2,20,1,0,2,52000,1,3,2,1,5,6,13,75,0.6964286,5,5,1,3,35,5,1,4.923076923,0,"Gores_Marsh_Annual",3,1,5,0,2,2,1,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,140
"3341",3557,149,140,1,1,2,0,1,2,3,60,1,0,2,52000,1,3,2,1,5,6,13,75,0.6964286,5,5,1,3,35,5,1,4.923076923,0,"Gores_Marsh_Annual",3,1,5,0,2,2,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,140
"3346",3562,149,140,2,1,4,1,-1,2,2,5,1,0,2,52000,1,3,2,1,5,6,13,75,0.6964286,5,5,1,3,35,5,1,4.923076923,0,"Gores_Marsh_Annual",3,1,5,0,2,2,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,140
"3349",3565,149,140,1,1,5,2,-1,2,2,20,1,0,2,52000,1,3,2,1,5,6,13,75,0.6964286,5,5,1,3,35,5,1,4.923076923,0,"Gores_Marsh_Annual",3,1,5,0,2,2,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,140
"3355",3571,149,140,3,1,9,0,0,2,2,60,1,0,2,52000,1,3,2,1,5,6,13,75,0.6964286,5,5,1,3,35,5,1,4.923076923,0,"Gores_Marsh_Annual",3,1,5,0,2,2,5,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,140
"3358",3574,149,140,2,1,12,2,-1,2,0,60,1,0,2,52000,1,3,2,1,5,6,13,75,0.6964286,5,5,1,3,35,5,1,4.923076923,0,"Gores_Marsh_Annual",3,1,5,0,2,2,6,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,140
"3363",3579,150,141,3,1,1,2,0,1,2,5,1,0,2,31200,1,3,2,5,15,11,13,75,0.6964286,4,5,1,5,55,5,4,4.384615385,0,"Gores_Marsh_Annual",3,5,15,0,4,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,141
"3367",3583,150,141,3,1,2,2,-1,1,1,20,1,0,2,31200,1,3,2,5,15,11,13,75,0.6964286,4,5,1,5,55,5,4,4.384615385,0,"Gores_Marsh_Annual",3,5,15,0,4,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,141
"3370",3586,150,141,2,1,4,1,-1,2,2,5,1,0,2,31200,1,3,2,5,15,11,13,75,0.6964286,4,5,1,5,55,5,4,4.384615385,0,"Gores_Marsh_Annual",3,5,15,0,4,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,141
"3374",3590,150,141,2,1,5,0,1,1,1,10,1,0,2,31200,1,3,2,5,15,11,13,75,0.6964286,4,5,1,5,55,5,4,4.384615385,0,"Gores_Marsh_Annual",3,5,15,0,4,0,4,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,141
"3378",3594,150,141,2,1,9,2,0,0,2,5,1,0,2,31200,1,3,2,5,15,11,13,75,0.6964286,4,5,1,5,55,5,4,4.384615385,0,"Gores_Marsh_Annual",3,5,15,0,4,0,5,1,1,1,0,1,-1,1,0,0,1,2,0,3,3,0,0,5,20,10,0,141
"3381",3597,150,141,1,1,12,0,0,1,0,10,1,0,2,31200,1,3,2,5,15,11,13,75,0.6964286,4,5,1,5,55,5,4,4.384615385,0,"Gores_Marsh_Annual",3,5,15,0,4,0,6,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,141
"3386",3626,152,142,2,1,1,0,1,1,1,60,1,0,2,52000,1,3,1,10,3,1,13,100,0.6964286,3,4,1,3,35,3,2,5.769230769,1,"Gores_Marsh_Annual",3,10,3,2,4,1,1,0,2,0,0,-1,1,-1,0,2,0,2,0,3,1,2,0,40,40,5,0,142
"3389",3629,152,142,1,1,2,0,1,2,3,60,1,0,2,52000,1,3,1,10,3,1,13,100,0.6964286,3,4,1,3,35,3,2,5.769230769,1,"Gores_Marsh_Annual",3,10,3,2,4,1,2,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,142
"3395",3635,152,142,3,1,4,1,1,0,0,40,1,0,2,52000,1,3,1,10,3,1,13,100,0.6964286,3,4,1,3,35,3,2,5.769230769,1,"Gores_Marsh_Annual",3,10,3,2,4,1,3,2,2,0,0,-1,0,1,0,1,1,1,0,2,3,0,0,60,20,5,0,142
"3397",3637,152,142,1,1,5,2,-1,2,2,20,1,0,2,52000,1,3,1,10,3,1,13,100,0.6964286,3,4,1,3,35,3,2,5.769230769,1,"Gores_Marsh_Annual",3,10,3,2,4,1,4,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,142
"3403",3643,152,142,3,1,9,0,0,2,2,60,1,0,2,52000,1,3,1,10,3,1,13,100,0.6964286,3,4,1,3,35,3,2,5.769230769,1,"Gores_Marsh_Annual",3,10,3,2,4,1,5,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,142
"3406",3646,152,142,2,1,12,2,-1,2,0,60,1,0,2,52000,1,3,1,10,3,1,13,100,0.6964286,3,4,1,3,35,3,2,5.769230769,1,"Gores_Marsh_Annual",3,10,3,2,4,1,6,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,142
"3411",3651,153,143,3,1,1,2,0,1,2,5,1,0,2,52000,1,3,1,40,2,6,13,75,0.6964286,3,4,0,4,45,5,1,3.923076923,0,"Gores_Marsh_Annual",3,40,2,1,3,0,1,1,1,2,0,1,1,-1,0,0,2,2,0,1,3,1,0,5,40,10,0,143
"3415",3655,153,143,3,1,2,2,-1,1,1,20,1,0,2,52000,1,3,1,40,2,6,13,75,0.6964286,3,4,0,4,45,5,1,3.923076923,0,"Gores_Marsh_Annual",3,40,2,1,3,0,2,2,0,1,0,1,-1,0,0,2,0,0,0,0,2,3,0,0,10,60,0,143
"3418",3658,153,143,2,1,4,1,-1,2,2,5,1,0,2,52000,1,3,1,40,2,6,13,75,0.6964286,3,4,0,4,45,5,1,3.923076923,0,"Gores_Marsh_Annual",3,40,2,1,3,0,3,1,0,2,0,-1,0,1,0,1,2,0,0,1,0,3,0,40,5,40,0,143
"3422",3662,153,143,2,1,5,0,1,1,1,10,1,0,2,52000,1,3,1,40,2,6,13,75,0.6964286,3,4,0,4,45,5,1,3.923076923,0,"Gores_Marsh_Annual",3,40,2,1,3,0,4,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,143
"3426",3666,153,143,2,1,9,2,0,0,2,5,1,0,2,52000,1,3,1,40,2,6,13,75,0.6964286,3,4,0,4,45,5,1,3.923076923,0,"Gores_Marsh_Annual",3,40,2,1,3,0,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,143
"3431",3671,153,143,3,1,12,0,0,1,3,5,1,0,2,52000,1,3,1,40,2,6,13,75,0.6964286,3,4,0,4,45,5,1,3.923076923,0,"Gores_Marsh_Annual",3,40,2,1,3,0,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,143
"3435",3675,154,144,3,1,1,2,0,1,2,5,1,0,2,52000,1,3,3,5,5,6,13,50,0.6964286,2,4,0,2,25,5,1,5.153846154,0,"Gores_Marsh_Annual",3,5,5,1,5,0,1,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,144
"3439",3679,154,144,3,1,2,2,-1,1,1,20,1,0,2,52000,1,3,3,5,5,6,13,50,0.6964286,2,4,0,2,25,5,1,5.153846154,0,"Gores_Marsh_Annual",3,5,5,1,5,0,2,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,144
"3442",3682,154,144,2,1,4,1,-1,2,2,5,1,0,2,52000,1,3,3,5,5,6,13,50,0.6964286,2,4,0,2,25,5,1,5.153846154,0,"Gores_Marsh_Annual",3,5,5,1,5,0,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,144
"3445",3685,154,144,1,1,5,2,-1,2,2,20,1,0,2,52000,1,3,3,5,5,6,13,50,0.6964286,2,4,0,2,25,5,1,5.153846154,0,"Gores_Marsh_Annual",3,5,5,1,5,0,4,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,144
"3450",3690,154,144,2,1,9,2,0,0,2,5,1,0,2,52000,1,3,3,5,5,6,13,50,0.6964286,2,4,0,2,25,5,1,5.153846154,0,"Gores_Marsh_Annual",3,5,5,1,5,0,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,144
"3455",3695,154,144,3,1,12,0,0,1,3,5,1,0,2,52000,1,3,3,5,5,6,13,50,0.6964286,2,4,0,2,25,5,1,5.153846154,0,"Gores_Marsh_Annual",3,5,5,1,5,0,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,144
"3459",3699,155,145,3,1,1,2,0,1,2,5,1,0,2,20800,1,3,3,10,5,6,13,50,0.6964286,2,3,0,2,25,5,1,4.230769231,0,"Gores_Marsh_Annual",3,10,5,1,1,0,1,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,145
"3464",3704,155,145,4,1,2,0,0,0,0,0,1,1,2,20800,1,3,3,10,5,6,13,50,0.6964286,2,3,0,2,25,5,1,4.230769231,0,"Gores_Marsh_Annual",3,10,5,1,1,0,2,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,145
"3466",3706,155,145,2,1,4,1,-1,2,2,5,1,0,2,20800,1,3,3,10,5,6,13,50,0.6964286,2,3,0,2,25,5,1,4.230769231,0,"Gores_Marsh_Annual",3,10,5,1,1,0,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,145
"3472",3712,155,145,4,1,5,0,0,0,0,0,1,1,2,20800,1,3,3,10,5,6,13,50,0.6964286,2,3,0,2,25,5,1,4.230769231,0,"Gores_Marsh_Annual",3,10,5,1,1,0,4,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,145
"3474",3714,155,145,2,1,9,2,0,0,2,5,1,0,2,20800,1,3,3,10,5,6,13,50,0.6964286,2,3,0,2,25,5,1,4.230769231,0,"Gores_Marsh_Annual",3,10,5,1,1,0,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,145
"3480",3720,155,145,4,1,12,0,0,0,0,0,1,1,2,20800,1,3,3,10,5,6,13,50,0.6964286,2,3,0,2,25,5,1,4.230769231,0,"Gores_Marsh_Annual",3,10,5,1,1,0,6,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,145
"3481",3721,156,146,1,1,1,1,0,1,2,20,1,0,2,10400,1,3,2,0,10,1,13,100,0.6964286,3,3,1,6,65,1,4,4.384615385,0,"Gores_Marsh_Annual",3,0,10,0,1,0,1,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,146
"3485",3725,156,146,1,1,2,0,1,2,3,60,1,0,2,10400,1,3,2,0,10,1,13,100,0.6964286,3,3,1,6,65,1,4,4.384615385,0,"Gores_Marsh_Annual",3,0,10,0,1,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,146
"3489",3729,156,146,1,1,4,0,0,0,1,0,1,0,2,10400,1,3,2,0,10,1,13,100,0.6964286,3,3,1,6,65,1,4,4.384615385,0,"Gores_Marsh_Annual",3,0,10,0,1,0,3,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,146
"3493",3733,156,146,1,1,5,2,-1,2,2,20,1,0,2,10400,1,3,2,0,10,1,13,100,0.6964286,3,3,1,6,65,1,4,4.384615385,0,"Gores_Marsh_Annual",3,0,10,0,1,0,4,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,146
"3498",3738,156,146,2,1,9,2,0,0,2,5,1,0,2,10400,1,3,2,0,10,1,13,100,0.6964286,3,3,1,6,65,1,4,4.384615385,0,"Gores_Marsh_Annual",3,0,10,0,1,0,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,146
"3503",3743,156,146,3,1,12,0,0,1,3,5,1,0,2,10400,1,3,2,0,10,1,13,100,0.6964286,3,3,1,6,65,1,4,4.384615385,0,"Gores_Marsh_Annual",3,0,10,0,1,0,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,146
"3507",3747,157,147,3,1,1,2,0,1,2,5,1,0,2,5200,1,3,1,10,8,30,13,50,0.6964286,4,5,0,5,55,5,1,6.846153846,0,"Gores_Marsh_Annual",3,10,8,0,1,0,1,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,147
